dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,raw_curve,normalized_curve,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
TBF,TBF_000033,TBF_000033,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,12,7,q1_revision_surrogate,1.0,2.732680994900875,0,,"[-9130488.0, -7442600.5, -7939922.5, -8558617.0, -8923491.0, -9139482.0, -9206652.0, -9192429.0, -9025730.0, -6619331.5, -8634264.0, -7976864.0, -4510869.5, -5353392.0]","[0.016219660940428992, 0.37566720775504403, 0.26975898053199865, 0.1380036234642469, 0.06030113191997287, 0.014304325210973889, 0.0, 0.0030288881565532473, 0.03852861583772247, 0.550988147342855, 0.12189406131991846, 0.26189202758006785, 1.0, 0.8205788918034428]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000052,TBF_000052,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,2.9413263800088316,0,,"[-9559735.0, -8611421.0, -9013961.0, -9191380.0, -9336481.0, -9361831.0, -9428400.0, -9243807.0, -9160445.0, -9272398.0, -9042652.0, -9191677.0, -9141138.0, -7906392.5]","[0.0, 0.5735738360321591, 0.3301034117250358, 0.2227941276535261, 0.13503191262548445, 0.11969933634440535, 0.0794360515138273, 0.19108442443111454, 0.24150470939929264, 0.1737915767604111, 0.3127500805187068, 0.2226144915527182, 0.2531822656225192, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000053,TBF_000053,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,3.067101132008247,0,,"[-9559735.0, -8611421.0, -9013961.0, -9191380.0, -9336481.0, -9361831.0, -9428400.0, -9243807.0, -9160445.0, -9272398.0, -9042652.0, -9191677.0, -9141138.0, -7906392.5]","[0.0, 0.5735738360321591, 0.3301034117250358, 0.2227941276535261, 0.13503191262548445, 0.11969933634440535, 0.0794360515138273, 0.19108442443111454, 0.24150470939929264, 0.1737915767604111, 0.3127500805187068, 0.2226144915527182, 0.2531822656225192, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000054,TBF_000054,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,12,6,q1_revision_surrogate,1.0,3.0369149029720575,0,,"[-9139122.0, -8748028.0, -8919264.0, -9187366.0, -8983986.0, -9401863.0, -9156987.0, -9042753.0, -9194325.0, -9151740.0, -9288880.0, -8476992.0, -7947719.5, -8783214.0]","[0.18068436849595657, 0.4496358165476791, 0.3318785250561585, 0.14750745026195833, 0.287369850362086, 0.0, 0.16839878595200541, 0.24695636984933056, 0.14272181528164174, 0.1720070955858208, 0.07769728365873106, 0.6360245739158481, 1.0, 0.42543875484090804]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000060,TBF_000060,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,10,4,q1_revision_surrogate,1.0,3.134587518987246,0,,"[-9296277.0, -9933885.0, -10173031.0, -10165204.0, -10332857.0, -10467228.0, -9559529.0, -8819083.0, -8006885.0, -7640595.0, -5425590.5, -8831488.0, -9171719.0, -9693912.0]","[0.23225608743191076, 0.10578765331700266, 0.05835346154895111, 0.05990593334011023, 0.026652253360143405, 0.0, 0.1800405126310648, 0.3269066845841257, 0.4880047405232923, 0.5606577228132724, 1.0, 0.32444617448200114, 0.25696194936664923, 0.15338587909186252]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000072,TBF_000072,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,2.7978848869679496,0,,"[-9837600.0, -8686740.0, -9079673.0, -9411556.0, -9701058.0, -9636537.0, -9572654.0, -9700262.0, -9655496.0, -9528636.0, -9510996.0, -9222866.0, -8901764.0, -7794158.5]","[0.0, 0.5631969400641026, 0.37090711919083563, 0.20849336768388035, 0.06681962757436413, 0.0983943019655811, 0.1296567579742312, 0.06720916649681433, 0.0891163265500872, 0.15119786888932224, 0.15983036460794203, 0.30083268838378785, 0.4579705364699699, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000073,TBF_000073,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,12,7,q1_revision_surrogate,1.0,3.037566167069599,0,,"[-9293111.0, -8467169.0, -8728431.0, -8404971.0, -8502117.0, -9080194.0, -9101167.0, -8996604.0, -8873478.0, -8921318.0, -8986208.0, -8655909.0, -8164755.0, -8400004.0]","[0.0, 0.7319870679111912, 0.5004448950508528, 0.7871097419608705, 0.7010145734147734, 0.18869665247492812, 0.17010943354756833, 0.2627778821577587, 0.37189769895316727, 0.3294997323539734, 0.27199128643796816, 0.5647171637320136, 1.0, 0.7915117214779732]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000077,TBF_000077,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,2.997701718006283,0,,"[-8512251.0, -7541711.0, -7623145.5, -7414212.5, -7852978.5, -7977880.5, -8319621.0, -8169659.0, -8107284.0, -8013515.0, -7924961.0, -8017051.5, -7936617.0, -7389560.0]","[0.0, 0.864476512237116, 0.7919414157591003, 0.978041598267021, 0.5872252471962455, 0.47597290795062935, 0.171578822668036, 0.3051525308388506, 0.3607110059669134, 0.44423265172696674, 0.5231092081436477, 0.4410826309287239, 0.5127270103706184, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000082,TBF_000082,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,2.8483138650190085,0,,"[-10080693.0, -8769070.0, -9558248.0, -9753554.0, -10043083.0, -9881730.0, -9972983.0, -9661990.0, -9767611.0, -9632107.0, -9811236.0, -9428621.0, -8256140.5, -8157360.5]","[0.0, 0.6819533284026553, 0.27163529966867406, 0.1700896750821816, 0.019554601193501383, 0.10344701189211954, 0.056001757366446, 0.2176966281181231, 0.16278100640424886, 0.23323372323818164, 0.14009902084013034, 0.33903238259635293, 0.9486412255811203, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000084,TBF_000084,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,11,6,q1_revision_surrogate,1.0,2.805979949887842,0,,"[-9332515.0, -8683255.0, -9069312.0, -9195620.0, -9237369.0, -9163113.0, -9229550.0, -9208221.0, -9251539.0, -8922449.0, -8420438.0, -7451003.0, -7680669.5, -8291655.5]","[0.0, 0.34507353660247714, 0.13988908920060036, 0.0727579733746051, 0.050568904157932554, 0.09003503565217762, 0.054724604467045655, 0.06606070011777762, 0.04303772710458397, 0.2179449293972082, 0.48475747165045985, 1.0, 0.8779351393985263, 0.5532037531517205]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000087,TBF_000087,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,11,6,q1_revision_surrogate,1.0,2.9358083329861984,0,,"[-9333439.0, -8581711.0, -9082116.0, -9268223.0, -9446757.0, -9499397.0, -9334934.0, -9104655.0, -9147239.0, -8876692.0, -8298261.0, -7901001.5, -8089161.0, -8497718.0]","[0.10382786988576982, 0.574129494233436, 0.26106242165972066, 0.14462878555401337, 0.032933025649784425, 0.0, 0.10289255694225866, 0.24696140598493926, 0.22031968933846474, 0.38958130199941127, 0.7514635770683789, 1.0, 0.8822822636825491, 0.6266778153467024]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000095,TBF_000095,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,8,q1_revision_surrogate,1.0,2.9319241229677573,0,,"[-9697848.0, -8419181.0, -9389165.0, -9423163.0, -9395306.0, -9460734.0, -8956688.0, -8977805.0, -9399359.0, -9686133.0, -9516763.0, -8629572.0, -8432359.0, -8113747.5]","[0.0, 0.8071880540407632, 0.1948632678292823, 0.1734012456911667, 0.19098661985145512, 0.1496836848419655, 0.46787435519400444, 0.4545437615858337, 0.18842807006247395, 0.007395364119890121, 0.11431408550151963, 0.6743738796875577, 0.7988691374063703, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000097,TBF_000097,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,3.0353774280520156,0,,"[-9322219.0, -8535308.0, -9044263.0, -9003334.0, -9070706.0, -9352753.0, -8985940.0, -9166355.0, -9095979.0, -8947790.0, -8914429.0, -8872364.0, -8904839.0, -8230330.5]","[0.027203659940886787, 0.7282863627555577, 0.2748430292514628, 0.31130790767291283, 0.2512841643855144, 0.0, 0.3268047459846894, 0.1660675904127011, 0.22876768774681547, 0.36079372963389456, 0.3905160489922467, 0.4279930240172484, 0.3990600687352579, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000098,TBF_000098,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,3.042749259970151,0,,"[-9322219.0, -8535308.0, -9044263.0, -9003334.0, -9070706.0, -9352753.0, -8985940.0, -9166355.0, -9095979.0, -8947790.0, -8914429.0, -8872364.0, -8904839.0, -8230330.5]","[0.027203659940886787, 0.7282863627555577, 0.2748430292514628, 0.31130790767291283, 0.2512841643855144, 0.0, 0.3268047459846894, 0.1660675904127011, 0.22876768774681547, 0.36079372963389456, 0.3905160489922467, 0.4279930240172484, 0.3990600687352579, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000101,TBF_000101,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,12,6,q1_revision_surrogate,1.0,3.0320238030981272,0,,"[-9689921.0, -9411417.0, -9551420.0, -9611044.0, -9820906.0, -9841279.0, -9566965.0, -9620005.0, -9596293.0, -9540630.0, -9258621.0, -8623754.0, -8565313.0, -9195690.0]","[0.11862228303888975, 0.33689142187174265, 0.22716827877858814, 0.18043976093406877, 0.015966726386126277, 0.0, 0.2149853522742769, 0.17341684653039344, 0.19200041380412958, 0.23562461695687817, 0.45664069418777614, 0.9541986228473173, 1.0, 0.5059609738817492]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000102,TBF_000102,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,11,5,q1_revision_surrogate,1.0,2.9840628629317507,0,,"[-9587864.0, -9382897.0, -9605962.0, -9946851.0, -10062436.0, -10263309.0, -9316471.0, -9450433.0, -9341362.0, -9176066.0, -8698404.0, -8125828.5, -8847807.0, -9139646.0]","[0.3160005436306904, 0.41189241258575227, 0.3075335658032904, 0.1480518769644916, 0.09397652984436583, 0.0, 0.4429691873212411, 0.3802963348671485, 0.4313241688052827, 0.5086563362800269, 0.7321259772896174, 1.0, 0.6622291992839233, 0.5256950882125007]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000104,TBF_000104,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,7,5,q1_revision_surrogate,1.0,2.801003039930947,0,,"[-9738396.0, -9695331.0, -9296190.0, -9890294.0, -10173917.0, -10320685.0, -9527331.0, -7987517.0, -8143988.5, -9372283.0, -8657587.0, -8045117.5, -9131498.0, -9658373.0]","[0.24957011239653554, 0.2680278488304314, 0.43910039911399434, 0.18446635647325868, 0.0629050286991764, 0.0, 0.34003295090623564, 1.0, 0.9329360337532489, 0.40648680249343383, 0.7128067931670587, 0.9753123221302538, 0.5096876864417822, 0.2838681140835122]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000106,TBF_000106,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,12,6,q1_revision_surrogate,1.0,2.778760700020939,0,,"[-9994136.0, -9132974.0, -9598626.0, -9965715.0, -9944395.0, -9922910.0, -9803146.0, -9987296.0, -9721540.0, -9569054.0, -9444137.0, -8510860.0, -8228194.0, -8528444.0]","[0.0, 0.48765021727780417, 0.22396545299902262, 0.016093960050783094, 0.028166836736427357, 0.04033314797428228, 0.10815190985887418, 0.003873286891641968, 0.1543629405722272, 0.24071118983522674, 0.31144794109885826, 0.8399347203928554, 1.0, 0.829977428477266]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000109,TBF_000109,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,7,q1_revision_surrogate,1.0,2.8883009150158614,0,,"[-10207407.0, -9753154.0, -10052411.0, -10173792.0, -9818016.0, -10400829.0, -10009877.0, -10126914.0, -9717711.0, -10032124.0, -9980494.0, -9990312.0, -9250733.0, -8792039.0]","[0.12022824607313572, 0.4025851727074385, 0.21657146053866572, 0.1411228314447504, 0.3622679156384612, 0.0, 0.24300996401021885, 0.170261500879543, 0.4246160157633998, 0.22918155881128052, 0.2612740009572412, 0.25517127779262677, 0.7148826136413081, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000113,TBF_000113,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,11,6,q1_revision_surrogate,1.0,2.8150134169263765,0,,"[-9132602.0, -8813928.0, -9130749.0, -9329936.0, -9477911.0, -8984358.0, -8930485.0, -9083784.0, -8951632.0, -9248250.0, -8930575.0, -7931002.0, -8380148.0, -8721867.0]","[0.2232251541622681, 0.4292321009186707, 0.224423026823168, 0.09565850350602395, 0.0, 0.3190575528360104, 0.353883777261623, 0.25478357162573884, 0.3402132898573866, 0.1484644539530121, 0.3538255967222377, 1.0, 0.7096493717471422, 0.4887449746559106]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000115,TBF_000115,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,13,8,q1_revision_surrogate,1.0,3.0031941999914125,0,,"[-9485494.0, -8700358.0, -9093699.0, -9151359.0, -9447111.0, -9456452.0, -9316190.0, -9290852.0, -9087401.0, -9444213.0, -9461825.0, -9268683.0, -8663929.0, -7786288.0]","[0.0, 0.4620605153230391, 0.23057533930553448, 0.1966418433079921, 0.02258878558573828, 0.017091512153323375, 0.0996371246335053, 0.11454879514314333, 0.23428177631199512, 0.02429428803806013, 0.013929447047621066, 0.1275954769462914, 0.4834993520503106, 1.0]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
TBF,TBF_000134,TBF_000134,0,test,test,TBF_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",cfm4,11,5,q1_revision_surrogate,1.0,2.762391417985782,0,,"[-9554713.0, -9681207.0, -9619393.0, -9760455.0, -9741427.0, -9570057.0, -9534963.0, -9461514.0, -9475714.0, -9059456.0, -8357648.5, -7975586.0, -9216044.0, -9474873.0]","[0.1152700842470792, 0.04439989713530797, 0.07903213064936418, 0.0, 0.010660726361430447, 0.1066733749087468, 0.1263353220880636, 0.1674862412871757, 0.1595304753458097, 0.3927453499388471, 0.7859436742976655, 1.0, 0.30501454168345127, 0.16000165838501312]",,TBF,TBF,dataset_specific_gp_selected,TBF_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""TBF""]",dataset_outer_test_split
